# from	to	version	name	size	sha256	url
en	hu	2.1	vocab.enhu.spm	832855	8c3038afc15c5a3f7bb3c6fc4c4962907632b6f6d0ce7444974504bef19ef57b	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/20260831143546--2ab0221b-e8b4-4784-a6bd-ee4ae4344c35--d6f29656-f614-49c1-ad8d-75076a588832.spm
en	id	1.0	lex.50.50.enid.s2t.bin	3515428	d37f72bcab6e7bc52fd223350f95521b5810bb2486a97275f86077988fced3f4	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/a9610c56-2593-4513-b4ac-954276327788.bin
en	id	1.0	model.enid.intgemm.alphas.bin	17141051	f81f13eef703a4e0650ffc3138a0f4bab7b6c8bfd173ef1b7bda68d16b8bc7e8	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/0d494914-73de-49af-804a-a4bd443f0554.bin
en	id	1.0	vocab.enid.spm	773211	61bc7db24d3b6de638a02a280580a273fe0c942ecbe8a8204b2f81978211db22	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/6c49d51b-167b-4bdc-aab8-2abe32105529.spm
en	is	2.0	lex.50.50.enis.s2t.bin	3837564	4927d2bed702141b4ddd8a5e7034b27fb17312fdb7e3cc5f455ccf2e2f6670e0	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/f166d353-90b1-4ae7-adc7-c4fdc44744a5.bin
en	is	2.0	model.enis.intgemm.alphas.bin	31561787	459626236a49158aa555facd23e5f594e2f8416f4ebad32e0548af94c5b1ae0c	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/6fc94b8f-3dfd-4c2c-8d11-df3d07e0cfba.bin
en	is	2.0	vocab.enis.spm	809991	61b2ea10edbe4cc61e36c833cacc2f55778ed9ca860cd382729060634d4b0adb	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/8e36da15-fa26-4ae3-a661-e6f5f92e8ff4.spm
en	it	2.1	lex.50.50.enit.s2t.bin	4133192	8b21914804625b2777dae7fdb636eb78f02a3eb8b7bceaa50f29ac740961da93	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/3730ff60-2291-4c87-888d-2dc4593b20db.bin
en	it	2.1	model.enit.intgemm.alphas.bin	31561787	248f47568788ecc351da7e5e07064d4153b4f71e011364ae2c931ffeec4d1cc2	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/29ae0d70-5e37-49e8-8da6-3e2c58da61d1.bin
en	it	2.1	vocab.enit.spm	812724	3ef0211d4ae6db21440892f180f2019fe2bfc110a330ffa9d2eca9665e4f2bc5	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/d9d5ffa9-b919-4491-9ab6-3dec34459768.spm
en	ja	2.3	lex.50.50.enja.s2t.bin	4128360	edfb7eb47b98a2689b804ab3614c31b24f1257aa54b1154da3d85e1ae8152d9f	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/87258444-8fac-4d3c-a175-9275e9d10ffa.bin
en	ja	2.3	model.enja.intgemm.alphas.bin	43849787	59ae659f9bb63e4f81f474fe3c03d3f4499434b5f9e779fab7c12a45f31fd562	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/4e19636e-4644-4072-8a05-9ef695d4a3ae.bin
en	ja	2.3	srcvocab.enja.spm	796275	970c98d174fc01e0339fbabbf45af36a4be3f26f819ec1a5ea1189f71e091889	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/cdea5422-fe0d-4941-a653-ca090423e8f8.spm
en	ja	2.3	trgvocab.enja.spm	827144	3b3d9f8f3a034d98d0a476f1794fa79c01e4e98a967ceb6777a66ba2d03ec1e1	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/5c1a663f-5736-4100-b681-c6737fe79cb5.spm
en	kn	1.0	lex.50.50.enkn.s2t.bin	2808304	94b660f37c9c29a904b48498a7202846faaeef16f30668f356336c29cefc0f63	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/a77bf1a9-68fc-4331-8b9d-9cb918ff0e8b.bin
en	kn	1.0	model.enkn.intgemm.alphas.bin	17141051	17a5ddc86e24f62c04aa15272930275812b5c1674bec50a877528680d5834d2d	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/5f0a491a-4a14-4591-b1a6-0a442f4e5ad5.bin
en	kn	1.0	vocab.enkn.spm	1065180	1d41f1f6b67a8c29fa3aabbc7758b766bdd9acdbeec7d1277ab60c8e492c8b7a	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/5999f7f2-21e7-439e-bf95-f8a1926ea499.spm
en	ko	2.1	lex.50.50.enko.s2t.bin	6449612	96efba97d4bb93ab362e5569bea0f115184d2f68d63b67305ee663c18e32fbeb	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/85738400-bea4-4284-ba4c-e47e465f5331.bin
en	ko	2.1	model.enko.intgemm.alphas.bin	43849787	ffe5ef2ce3f2e944055e35310bab186f6a70d533a0ee4394adf716a0e383afbb	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/29e88605-8576-4a8e-be94-a5ebb4a738f7.bin
en	ko	2.1	srcvocab.enko.spm	791280	8d4e3141868efd410eb86c2b60d41aa6bc6b46e4c4b2c0b85e3792493c69d802	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/3d9dfbda-cd4f-445e-a69b-19e21e071385.spm
en	ko	2.1	trgvocab.enko.spm	815353	2ece21b28dd7022d36127d17423a74dabf544787dfc1cf614f7b565f93a4a1d3	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/bef3bc40-bc91-4739-981d-c82a9d22fd31.spm
en	lt	2.1	lex.50.50.enlt.s2t.bin	3421640	5972c834218c7beea241dc8fe77c2e577a8d8b4eb3d3dc286d10ad890c64d374	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/20a0b36e-ed89-40fd-be51-b1badb85100c.bin
en	lt	2.1	model.enlt.intgemm.alphas.bin	31561787	d27c676d9d761c2abfffec83956e32b2923f3f745b56acdbd84c49d888cdc94e	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/15cfcaf2-881d-4b3e-94de-7b508c001c7e.bin
en	lt	2.1	vocab.enlt.spm	806827	5d38fe70ff4a50368af756b715b69519c9ee064c27cbceeabc90d4e1a10f25a8	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/72ab709b-d7ed-432e-9104-4424bbd2da2e.spm
en	lv	2.1	lex.50.50.enlv.s2t.bin	3359096	d54b9bc278558444c5c25df5ae7339b73eee55cf79705f19fec672b6d55d959c	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/a53e1550-53ca-42ed-9c43-a9938ff1d16c.bin
en	lv	2.1	model.enlv.intgemm.alphas.bin	31561787	715f9f444dffa0b39e71955c28bffd30afa4cc8300a192ec8fabb766cc5ba11d	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/658c63b1-d9b4-45dc-b250-47f9c33c8455.bin
en	lv	2.1	vocab.enlv.spm	816287	63146b49ce46ba1283b6956e38efdd4899d1a409cad9d2b6a06cbd4e32ca0808	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/da291a80-d6f6-4511-a5ed-1c78f27e2650.spm
en	ml	1.0	lex.50.50.enml.s2t.bin	2532960	4a37286742244a130548b79823c9707bc0e56f373361e2cb56402f82e862c2b0	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/2de144bc-7239-482c-9df0-f5c3135a7e6d.bin
en	ml	1.0	model.enml.intgemm.alphas.bin	17141051	c461749c8315f6417104cf4df32e5063e86cb101203f9629512294c1c8ab5337	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/061d2693-671d-448f-87a7-7fe7c2332180.bin
en	ml	1.0	vocab.enml.spm	1109000	8282614894087e4ffab325cbdb3aeeba35677f770ef8f253c189b392fe1f4d52	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/8bd87d61-2179-402f-b6c4-314a3e750812.spm
en	mr	2.0	lex.50.50.enmr.s2t.bin	2731352	5f343589941c5445e9c27ee2d5329b6da65867590a4df79c09532aeef379bca9	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/20260824134731--2fae9b1a-4df4-479a-98b9-714e86c3847e--a7a45cf5-8b2a-4bea-9dfc-d6e85af5fad8.bin
en	mr	2.0	model.enmr.intgemm.alphas.bin	31561787	1520f77c2f1c703b6148e4452b376ac28aec1e63c467eedec8a986864827ce8c	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/20260824134729--07838b7f-0536-4c3f-8315-d68b59e31267--2df02735-8195-4429-8849-e0b52b633b74.bin
en	mr	2.0	vocab.enmr.spm	1009700	f71f279069e19a9a9317fd4fcbdffa6b2c621ee6fcaa369a92046fb7fb572735	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/20260824134722--c5f546d6-9229-457d-aed8-2d36f9abc6d0--2605c853-2e7d-4ea1-88fb-ed24c86c1117.spm
en	ms	1.0	lex.50.50.enms.s2t.bin	3936428	be8fec4866c9ed2cf669adaea2e259c4c22f34838032eb0ee117c10fcb968c4c	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/2db20d9c-6a6c-4d0a-b909-1763b402e064.bin
en	ms	1.0	model.enms.intgemm.alphas.bin	17141051	3d6961462ffa711413d513624d7e6399b3560c2b0994daa73b0a45699e657af8	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/c389f1da-0c97-47d5-adc3-6ceaa0c4af07.bin
en	ms	1.0	vocab.enms.spm	802440	c1f182330fb8c80778da36dd6e5bde59464db2390f623ea62817081cc759695a	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/136a7b29-aea9-483d-b96d-2683a55ecdb3.spm
en	nb	2.0	lex.50.50.ennb.s2t.bin	4234572	0780a1659ef460864ba92da6d58ca6f9056fb8ec8be507c189aeb25ce23e429f	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/20260522192641--2b4cba8d-58c6-4a21-8352-9b041654d010--02a468ad-759c-40b0-ba2e-ef68bd2bfd3d.bin
en	nb	2.0	model.ennb.intgemm.alphas.bin	17141051	78429eb7f544361061c9d9ec2f0872adf30b76e4c9ef3dbaab1210a0f2aa19b5	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/20260522192648--58c9706b-c41c-4717-813b-a1140166c93c--2253e5e8-c1f4-4bed-8046-4054e5315ba3.bin
en	nb	2.0	vocab.ennb.spm	802190	cad75f2c3eccb9545b571ca32f235e6ffaae6d8a77bfa808cf8068948c421f10	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/20260522192642--b1c57385-f3cf-4e06-a95c-3fa639f9bdcb--0f8e2778-c18e-47ac-9d85-21d991acc7c4.spm
en	nl	2.1	lex.50.50.ennl.s2t.bin	4030624	bb4922718f8ca6d746ad090c0a88110a664dc050ee3f311bce33698b4e1679e9	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/c1f02d64-5e29-4181-b85a-0f70a9ac1c70.bin
en	nl	2.1	model.ennl.intgemm.alphas.bin	31561787	7e8402da61972dc2fdcf7147c7f1e12f7916a6d9349514ee7a731288357575a9	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/f0f9326d-b77a-4c9f-92ac-2c9bc62e16bc.bin
en	nl	2.1	vocab.ennl.spm	807708	c09588ca5662b230ed65bd39a07f58d9f7dd21c3a19e4aeb1bff39bf3b297c56	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/aea15ce7-3431-4186-b922-29b3f5d687ee.spm
en	pl	2.1	lex.50.50.enpl.s2t.bin	3540052	d7d7b364673f633763c9f8f2e8ee9c7a184e92f4086e8b84abe870a2a8dbe5d5	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/12451e17-4901-4327-b78d-903e9ff7529d.bin
en	pl	2.1	model.enpl.intgemm.alphas.bin	31561787	b0b59716bcc8f46b8dc6ab5c32a2732acaad42a5a6d9ae9b472526a1bb0d71d4	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/640bd7ef-a977-417f-903c-00b5217cb7de.bin
en	pl	2.1	vocab.enpl.spm	821612	2000f182efa8ce5f69bc3f9e574666b5bc2c0af684eedd32f69d15aa9021ea85	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/dd8a3019-bd2f-405e-b95d-0cce7a29be2d.spm
en	pt	2.1	lex.50.50.enpt.s2t.bin	3970340	ccb4c31c9e1899d77a200e71a86958e6ef6c8649627d0bbf3f873b57d9f236bd	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/c4192576-e76a-4edc-9346-1f90af10f6ae.bin
en	pt	2.1	model.enpt.intgemm.alphas.bin	31561787	07892fd2544ee79dcb643615d8f2debb9793fae16842e87c328e27a3dd26a770	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/357d1004-e004-4f93-bbb5-b6b90641e9b4.bin
en	pt	2.1	vocab.enpt.spm	816726	d9f46182823d5bbc84201252b2dfcac28f63e561f0ec827ed858f241864c9def	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/e5688e52-a5c1-458b-9dbb-459fdcec0b7d.spm
en	ro	1.0	lex.50.50.enro.s2t.bin	3739880	508bce64a8bc906a99043ad2f4855b4662e06f8827c1c6a75ab83181b4f17f81	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/0b9db082-327d-4ab0-bad6-17e7631ec163.bin
en	ro	1.0	model.enro.intgemm.alphas.bin	17141051	aa98c415e5beb1c5ee2f7d2508a3bbba949be223d7d9e5e1788ad0ae8598dda5	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/f12620b2-d705-4d7a-82e0-e16f0aa29d74.bin
en	ro	1.0	vocab.enro.spm	801522	d89eedf6cbbcb30d7ed4b0b092189196ac2b010ec0c3ede33a6676b17ea1c95e	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/41f055b0-76a8-4dae-a18c-44d8c1293bf0.spm
en	ru	2.1	lex.50.50.enru.s2t.bin	2774540	4d91839726b960e70b6d05c53d0cffd16262832b1c0e1ea99d66f412dcc6a239	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/e88cc45c-0e0b-45d3-a957-8d1ba3a9b5aa.bin
en	ru	2.1	model.enru.intgemm.alphas.bin	31561787	184cb5cda528eeefc0f75f5d0035d787b71d74af135e3c5608d01ae02ecfb920	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/db6b48bb-b563-4ea1-bbf4-b033fa9cc482.bin
en	ru	2.1	vocab.enru.spm	904455	56ee63e14e8cb926c394242adc3ed7cc602644c3d33058cff2ce2959d52a6258	https://firefox-settings-attachments.cdn.mozilla.net/main-workspace/translations-models/568807dd-9620-4c4d-a0b5-d651d64c0ab0.spm
